"id","type","uz","ru","prompt"
"other-177","other","qiyin","сложный, сложно, трудно","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""qiyin"" meaning ""сложный, сложно, трудно"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"other-178","other","oson","легкий, легко","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""oson"" meaning ""легкий, легко"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"other-179","other","zerikarli","скучный, скучно","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""zerikarli"" meaning ""скучный, скучно"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"noun-180","noun","ishxona","место работы, рабочее помещение","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ishxona"" meaning ""место работы, рабочее помещение"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"noun-181","noun","oshxona","кухня, столовая","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""oshxona"" meaning ""кухня, столовая"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"noun-182","noun","dorixona","аптека","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""dorixona"" meaning ""аптека"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"other-183","other","tinch","спокойный, спокойно, мирно","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tinch"" meaning ""спокойный, спокойно, мирно"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"noun-184","noun","joy","место","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""joy"" meaning ""место"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"noun-185","noun","tinchlik","мир, спокойствие","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tinchlik"" meaning ""мир, спокойствие"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"other-186","other","hamma joyda","везде, во всех местах","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""hamma joyda"" meaning ""везде, во всех местах"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"other-187","other","Hamma joyda tinchlik","везде спокойно, повсюду мир","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""Hamma joyda tinchlik"" meaning ""везде спокойно, повсюду мир"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-188","other","ha","да","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ha"" meaning ""да"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-189","other","iltimos","пожалуйста","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""iltimos"" meaning ""пожалуйста"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-190","other","uzr","извините","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""uzr"" meaning ""извините"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-191","other","xayr","до свидания","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""xayr"" meaning ""до свидания"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-192","noun","oila","семья","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""oila"" meaning ""семья"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-193","noun","ota","отец","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ota"" meaning ""отец"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-194","noun","ona","мать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ona"" meaning ""мать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-195","noun","aka","старший брат","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""aka"" meaning ""старший брат"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-196","noun","uka","младший брат","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""uka"" meaning ""младший брат"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-197","noun","opa","старшая сестра","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""opa"" meaning ""старшая сестра"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-198","noun","singil","младшая сестра","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""singil"" meaning ""младшая сестра"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-199","noun","bola","ребенок","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""bola"" meaning ""ребенок"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-200","noun","erkak","мужчина","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""erkak"" meaning ""мужчина"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-201","noun","ayol","женщина","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ayol"" meaning ""женщина"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-202","noun","doʻst","друг","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""doʻst"" meaning ""друг"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-203","noun","ism","имя","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ism"" meaning ""имя"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-204","noun","til","язык","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""til"" meaning ""язык"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-205","noun","shahar","город","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""shahar"" meaning ""город"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-206","noun","mamlakat","страна","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""mamlakat"" meaning ""страна"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-207","noun","doʻkon","магазин","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""doʻkon"" meaning ""магазин"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-208","noun","bozor","рынок","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""bozor"" meaning ""рынок"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-209","noun","mehmonxona","гостиница","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""mehmonxona"" meaning ""гостиница"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-210","noun","bekat","остановка","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""bekat"" meaning ""остановка"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-211","noun","aeroport","аэропорт","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""aeroport"" meaning ""аэропорт"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-212","noun","suv","вода","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""suv"" meaning ""вода"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-213","noun","sut","молоко","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""sut"" meaning ""молоко"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-214","noun","olma","яблоко","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""olma"" meaning ""яблоко"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-215","noun","meva","фрукт","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""meva"" meaning ""фрукт"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-216","noun","sabzavot","овощ","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""sabzavot"" meaning ""овощ"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-217","noun","tuxum","яйцо","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tuxum"" meaning ""яйцо"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-218","noun","guruch","рис","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""guruch"" meaning ""рис"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-219","noun","shoʻrva","суп","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""shoʻrva"" meaning ""суп"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-220","noun","tuz","соль","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tuz"" meaning ""соль"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-221","noun","shakar","сахар","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""shakar"" meaning ""сахар"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-222","noun","bosh","голова","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""bosh"" meaning ""голова"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-223","noun","qoʻl","рука","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""qoʻl"" meaning ""рука"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-224","noun","oyoq","нога","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""oyoq"" meaning ""нога"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-225","noun","koʻz","глаз","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""koʻz"" meaning ""глаз"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-226","noun","quloq","ухо","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""quloq"" meaning ""ухо"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-227","noun","ogʻiz","рот","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ogʻiz"" meaning ""рот"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-228","other","oq","белый","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""oq"" meaning ""белый"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-229","other","qora","черный","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""qora"" meaning ""черный"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-230","other","qizil","красный","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""qizil"" meaning ""красный"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-231","other","koʻk","синий, голубой","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""koʻk"" meaning ""синий, голубой"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-232","other","yashil","зеленый","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""yashil"" meaning ""зеленый"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-233","other","sariq","желтый","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""sariq"" meaning ""желтый"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-234","other","yangi","новый","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""yangi"" meaning ""новый"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-235","other","eski","старый","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""eski"" meaning ""старый"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-236","other","chiroyli","красивый","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""chiroyli"" meaning ""красивый"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-237","other","issiq","горячий, жарко","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""issiq"" meaning ""горячий, жарко"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-238","other","sovuq","холодный, холодно","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""sovuq"" meaning ""холодный, холодно"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-239","other","tez","быстро, быстрый","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tez"" meaning ""быстро, быстрый"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-240","other","sekin","медленно, медленный","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""sekin"" meaning ""медленно, медленный"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-241","other","ertaga","завтра","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ertaga"" meaning ""завтра"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-242","other","kechqurun","вечером","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""kechqurun"" meaning ""вечером"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-243","noun","tun","ночь","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tun"" meaning ""ночь"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-244","noun","hafta","неделя","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""hafta"" meaning ""неделя"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-245","noun","oy","месяц","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""oy"" meaning ""месяц"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-246","verb","bormoq","идти, ехать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""bormoq"" meaning ""идти, ехать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-247","verb","kelmoq","приходить","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""kelmoq"" meaning ""приходить"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-248","verb","olmoq","брать, получать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""olmoq"" meaning ""брать, получать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-249","verb","aytmoq","говорить, сказать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""aytmoq"" meaning ""говорить, сказать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-250","verb","bilmoq","знать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""bilmoq"" meaning ""знать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-251","verb","tushunmoq","понимать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tushunmoq"" meaning ""понимать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-252","verb","gapirmoq","разговаривать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""gapirmoq"" meaning ""разговаривать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-253","verb","yozmoq","писать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""yozmoq"" meaning ""писать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-254","verb","oʻqimoq","читать, учиться","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""oʻqimoq"" meaning ""читать, учиться"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-255","verb","tinglamoq","слушать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""tinglamoq"" meaning ""слушать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-256","verb","ochmoq","открывать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""ochmoq"" meaning ""открывать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
"a1-257","verb","yopmoq","закрывать","Create a square 1024x1024 educational flashcard illustration for the Uzbek word ""yopmoq"" meaning ""закрывать"". Style: clean soft 3D clay/vector illustration, warm off-white background, centered subject, friendly but not childish, no text, no letters, no numbers, no watermark. Make the meaning visually obvious for a beginner language learner. Use one clear object or simple everyday scene."
